Title,ParentID,CollaborationPeriod,ResponsibleEntity,TypeOfSubmission,StrategicPlanENG,StrategicPlanSPA,HealthAgendaENG,HealthAgendaSPA,DescriptionENG,DescriptionSPA,ExpectedResultsENG,ExpectedResultsSPA,DurationENG,DurationSPA
NSA-2025-39-WPA_6,39,,PAHO/OPS & NSA/ANE,New Application - Nueva Aplicación,OCM 01: Access to comprehensive and quality health services; OCM 08: Access to health technologies; OCM 20: Integrated information systems for health; OCM 27: Leadership and governance,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 08: Acceso a tecnologías de salud; OCM 20: Sistemas de información integrados para la salud; OCM 27: Liderazgo y gobernanza.,,,"Co-organize a high-level regional parliamentary meeting, in collaboration with PAHO and the Inter-American Development Bank, bringing together parliamentarians, health finance experts, financial institutions, and development agencies to explore how political leadership can drive and sustain investments in health systems across the Americas. The discussion also aims to address sustainable financing for PAHO as a cornerstone of regional health resilience.","Coorganizar un encuentro parlamentario regional de alto nivel, en colaboración con la OPS y el Banco Interamericano de Desarrollo, reuniendo a parlamentarios, expertos en financiamiento de la salud, instituciones financieras y agencias de desarrollo para explorar cómo el liderazgo político puede impulsar y sostener inversiones en los sistemas de salud en las Américas. La discusión también tiene como objetivo abordar el financiamiento sostenible para la OPS como un pilar de la resiliencia en salud regional.","Mobilize parliamentary dialogue and advocacy for sustainable health financing, recognizing the role of parliamentarians in the approval of national budgets, financial oversight, and global health governance.

- Examine the contribution of Development Banks and Agencies in supporting sustainable financing for global health, amid competing national priorities, and align political leadership with long-term, sustainable investments in resilient health systems across the Americas.

- Consider the adoption of a regional political declaration by UNITE members to reinforce shared commitments.","Movilizar el diálogo parlamentario y la defensa de un financiamiento sostenible para la salud, reconociendo el papel de los parlamentarios en la aprobación de los presupuestos nacionales, la supervisión financiera y la gobernanza de la salud global.

- Examinar la contribución de los Bancos y Agencias de Desarrollo en el apoyo al financiamiento sostenible para la salud global, en medio de prioridades nacionales en competencia, y alinear el liderazgo político con inversiones sostenibles a largo plazo en sistemas de salud resilientes en las Américas.

- Considerar la adopción de una declaración política regional por parte de los miembros de UNITE para reforzar los compromisos compartidos.",01-2026/ 12-2026,01-2026/ 12-2026
NSA-2025-39-WPA_7,39,,PAHO/OPS & NSA/ANE,New Application - Nueva Aplicación,OCM 01: Access to comprehensive and quality health services; OCM 08: Access to health technologies; OCM 20: Integrated information systems for health; OCM 27: Leadership and governance,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 08: Acceso a tecnologías de salud; OCM 20: Sistemas de información integrados para la salud; OCM 27: Liderazgo y gobernanza.,,,"Include content developed in collaboration with PAHO on priority health topics for the Region, as part of the Executive Course on Global Health and Parliamentary Democracy, developed by UNITE in collaboration with Universidad Austral in Argentina, to strengthen the capacities of parliamentarians and their staff in Latin America on global health issues and the role of legislative leadership in advancing health agendas.","Incluir contenido desarrollado en colaboración con la OPS sobre temas de salud prioritarios para la Región, como parte del Curso Ejecutivo sobre Salud Global y Democracia Parlamentaria, desarrollado por UNITE en colaboración con la Universidad Austral en Argentina, para fortalecer las capacidades de los parlamentarios y su personal en América Latina sobre temas de salud global y el papel del liderazgo legislativo en el avance de las agendas de salud.","- Build the capacity of parliamentarians and their staff on key global health topics, emphasizing the role of legislative leadership in advancing health agendas through evidence-based policymaking.
- Raise awareness of PAHO’s history, mandate, and contributions to improving health in the Americas, providing accurate scientific and institutional information to support current and future legislative initiatives.
- Establish a regional networking platform for policymakers to enable peer-to-peer learning, share good practices, and disseminate successful legislative experiences in health governance.","- Fortalecer la capacidad de los parlamentarios y su personal en temas clave de salud global, enfatizando el papel del liderazgo legislativo en la promoción de agendas de salud a través de la formulación de políticas basadas en evidencia.
- Aumentar la conciencia sobre la historia, el mandato y las contribuciones de la OPS a la mejora de la salud en las Américas, proporcionando información científica e institucional precisa para apoyar iniciativas legislativas actuales y futuras.
- Establecer una plataforma de redes regional para responsables de políticas que permita el aprendizaje entre pares, compartir buenas prácticas y difundir experiencias legislativas exitosas en la gobernanza de la salud.",01-2026/ 12-2027,01-2026/ 12-2027
NSA-2025-39-WPA_8,39,,NSA/ANE,New Application - Nueva Aplicación,OCM 01: Access to comprehensive and quality health services; OCM 08: Access to health technologies; OCM 20: Integrated information systems for health; OCM 27: Leadership and governance,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 08: Acceso a tecnologías de salud; OCM 20: Sistemas de información integrados para la salud; OCM 27: Liderazgo y gobernanza.,,,"Engage PAHO to provide technical input and guidance during the drafting process of UNITE’s Strategic Plan 2026–2030, contributing to the identification of priority topics, strategic goals, and proposed activities, in alignment with regional health agendas.","Involucrar a la OPS para proporcionar insumos técnicos y orientación durante el proceso de redacción del Plan Estratégico 2026–2030 de UNITE, contribuyendo a la identificación de temas prioritarios, objetivos estratégicos y actividades propuestas, en alineación con las agendas de salud regionales.","- Engage a diverse range of stakeholders, including PAHO, to contribute relevant inputs to the Strategic Plan, ensuring a strong, consistent, and coherent vision for achieving UNITE’s key goals by 2030.
- Incorporate PAHO’s technical input into the drafting of UNITE’s Strategic Plan 2026–2030, ensuring alignment with regional health priorities and global health goals, including the United Nations Sustainable Development Goals.
- Improve UNITE’s engagement with parliamentarians and strengthen support for their actions on priority health topics, informed by the contributions gathered through this process.","- Involucrar a una amplia gama de partes interesadas, incluyendo a la OPS, para contribuir con insumos relevantes al Plan Estratégico, asegurando una visión sólida, consistente y coherente para alcanzar los objetivos clave de UNITE para 2030.
- Incorporar el aporte técnico de la OPS en la redacción del Plan Estratégico de UNITE 2026–2030, asegurando la alineación con las prioridades de salud regionales y los objetivos de salud global, incluidos los Objetivos de Desarrollo Sostenible de las Naciones Unidas.
- Mejorar el compromiso de UNITE con los parlamentarios y fortalecer el apoyo a sus acciones sobre temas de salud prioritarios, informado por las contribuciones recopiladas a través de este proceso.",01-2026/ 04-2026,01-2026/ 04-2026
NSA-2025-27-WPA_1,27,,NSA/ANE,Renewal - Renovación,OCM 08: Access to Health Technologies,OCM 08: Acceso a tecnologías de salud,,,"USP will collaborate with PAHO to strengthen the regulatory competencies of professionals in Latin America and the Caribbean (LAC) through a structured learning approach aligned with PAHO’s REGTEC Learning Itinerary. This will include disseminating USP resources, including the USP LATAM education platform, which helps address identified gaps through WHO Global Benchmarking Tool (GBT) assessments and institutional development plans, as well as the organization and delivery of training sessions, workshops, and webinars.","USP colaborará con la OPS para fortalecer las competencias regulatorias de los profesionales en América Latina y el Caribe (ALC) a través de un enfoque de aprendizaje estructurado alineado con el Itinerario de Aprendizaje REGTEC de la OPS. Esto incluirá la difusión de recursos de USP, incluida la plataforma de educación USP LATAM, que ayuda a abordar las brechas identificadas a través de las evaluaciones de la Herramienta de Comparación Global de la OMS (GBT) y los planes de desarrollo institucional, así como la organización y entrega de sesiones de capacitación, talleres y seminarios web.","Strengthened regulatory competencies of national authorities and laboratories in the region, contributing to more mature and harmonized regulatory systems.","Fortalecidas las competencias regulatorias de las autoridades nacionales y laboratorios en la Región, contribuyendo a sistemas regulatorios más maduros y armonizados.",01-2026/12-2028,01-2026/12-2028
NSA-2025-27-WPA_2,27,,NSA/ANE,Renewal - Renovación,OCM 08: Access to Health Technologies,OCM 08: Acceso a tecnologías de salud,,,"USP will collaborate with PAHO to enhance the capacity of Member States to prevent, detect, and respond to substandard and falsified (SF) medicines, including risks associated with impurities in active pharmaceutical ingredients (APIs), excipients, and finished products. This will involve facilitating access to technical tools and resources to improve risk assessment and verification processes. Activities will also leverage USP’s experience from the PQM/PQM+ programs, among others.","USP colaborará con la OPS para fortalecer la capacidad de los Estados Miembros para prevenir, detectar y responder a medicamentos de calidad inferior y falsificados (SF), incluidos los riesgos relacionados con impurezas en los ingredientes farmacéuticos activos (API), excipientes y productos terminados. Esto incluirá facilitar el acceso a herramientas y recursos técnicos para mejorar los procesos de evaluación y verificación de riesgos. Las actividades también se basarán en la experiencia de USP en los programas PQM/PQM+, etc.","Enhanced national and regional regulatory capacity to prevent, detect, and mitigate risks from impurities and substandard and falsified medicines, contributing to safer and higher-quality medical products in the Region.","Capacidad regulatoria nacional y regional mejorada para prevenir, detectar y mitigar riesgos de impurezas y medicamentos de calidad inferior y falsificados, contribuyendo a productos médicos más seguros y de mayor calidad en la Región.",01-2026/12-2028,01-2026/12-2028
NSA-2025-27-WPA_3,27,,NSA/ANE,Renewal - Renovación,OCM 08: Access to Health Technologies,OCM 08: Acceso a tecnologías de salud,,,"USP will collaborate with PAHO to encourage the use of reference materials at the country and sub-regional levels. In this regard, USP will provide access to its educational courses, ensuring that regulators, laboratories, and manufacturers can utilize these resources to enhance quality assurance and build capacity. USP and PAHO will advocate for harmonized methods in the use of reference standards throughout Latin America and the Caribbean (LAC). These initiatives will prioritize Member States based on their regulatory maturity, income level, and public health requirements.","USP trabajará con la OPS para promover el uso de materiales de referencia a nivel nacional y subregional. En consecuencia, USP facilitará el acceso a los cursos de educación de USP, asegurando que los reguladores, laboratorios y fabricantes puedan aprovechar estas herramientas para mejorar la garantía de calidad y desarrollar capacidades. USP y la OPS promoverán enfoques armonizados para el uso de estándares de referencia en toda la región de América Latina y el Caribe (ALC). Estas actividades priorizarán a los Estados Miembros en función del nivel de madurez regulatoria, el nivel de ingresos y las necesidades de salud pública.","Improved operational capacity and reliability of regulatory agencies and official medicines control laboratories in the Region, contributing to more effective regulatory oversight and public health protection.","Mejorada la capacidad operativa y la fiabilidad de las agencias regulatorias y los laboratorios oficiales de control de medicamentos en la Región, contribuyendo a una supervisión regulatoria más efectiva y a la protección de la salud pública.",01-2026/12-2028,01-2026/12-2028
NSA-2025-27-WPA_4,27,,PAHO/OPS,Renewal - Renovación,OCM 08: Access to Health Technologies,OCM 08: Acceso a tecnologías de salud,,,"USP will actively participate in PANDRH network events and working groups as a recognized Non-State Actor, contributing technical expertise on pharmacopeial standards, regulatory science, and quality assurance of medicines and other health technologies. USP will support PAHO in promoting regional dialogue and convergence initiatives through contributions to conferences, consultations, and thematic discussions. USP will promote synergies with other regional and global regulatory platforms.","USP participará activamente en los eventos y grupos de trabajo de la red PANDRH como un Actor No Estatal reconocido, contribuyendo con su experiencia técnica en estándares farmacopéicos, ciencia regulatoria y aseguramiento de la calidad de los medicamentos y otras tecnologías de salud. USP apoyará a la OPS en la promoción del diálogo regional y las iniciativas de convergencia a través de contribuciones a conferencias, consultas y discusiones temáticas. USP fomentará sinergias con otras plataformas regulatorias regionales y globales.",Strengthened regional regulatory convergence and harmonization through USP’s active engagement in PANDRH/PARF activities.,Fortalecimiento de la convergencia y armonización regulatoria regional a través de la participación activa de la USP en las actividades de PANDRH/PARF.,01-2026/12-2028,01-2026/12-2028
NSA-2025-38-WPA_1,38,,PAHO/OPS & NSA/ANE,Renewal - Renovación,"OCM 01: Access to comprehensive and quality health services; OCM 02: Health throughout the life course; OCM 19: Health promotion and intersectoral action; OCM 26: Cross-Cutting Themes: Equity, Ethnicity, Gender, and Human Rights","OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 02: Salud a lo largo del ciclo de vida; OCM 19: Promoción de la salud y acción intersectorial; OCM 26: Temas transversales: Equidad, Etnicidad, Género y Derechos Humanos.",,,"- Continuous monitoring of the progress of the virtual course on sexual health for primary care providers on PAHO's Virtual Campus for Public Health.
- Translation into English and Portuguese of the virtual course, launch, and promotion.
- Contribute to the strengthening and dissemination of the Observatory on Sexual Health in the Americas Region.
- Provide technical collaboration for the implementation of the SHAPE Survey in selected countries in the Americas region.","- Monitoreo continuo del progreso del curso virtual sobre salud sexual para proveedores en el nivel primario de atención en el Campus Virtual de Salud Pública de la OPS.  
- Traducción al inglés y portugués del curso virtual, lanzamiento y promoción.  
- Contribuir al fortalecimiento y difusión del Observatorio de Salud Sexual en la Región de las Américas.  
- Proporcionar colaboración técnica para la aplicación de la Encuesta SHAPE en países seleccionados de la región de las Américas.","- Thousands of primary health care workers undergoing virtual training on sexual health in the region.
- Strengthening the monitoring and participation actions of the region's partners within the prioritized countries of the Americas.
- Incorporate sexual health as part of well-being throughout the life course.
- Design, adjust, and improve sexual health programs.","- Miles de trabajadores de atención primaria de salud que están recibiendo capacitación virtual sobre salud sexual en la región.
- Fortalecer las acciones de monitoreo y participación de los socios de la región dentro de los países priorizados de las Américas.
- Incorporar la salud sexual como parte del bienestar a lo largo del curso de la vida.
- Diseñar, ajustar y mejorar los programas de salud sexual.",2026 - 2028,2026 - 2028
NSA-2025-27-WPA_5,27,,PAHO/OPS,Renewal - Renovación,OCM 08: Access to Health Technologies,OCM 08: Acceso a tecnologías de salud,,,USP will facilitate access to reference materials and related resources to strengthen PAHO’s institutional quality assurance processes. This includes providing online access to USP–NF and educational opportunities for PAHO technical teams.,USP facilitará el acceso a materiales de referencia y recursos relacionados para fortalecer los procesos de aseguramiento de la calidad institucional de la OPS. Esto incluye proporcionar acceso en línea a USP–NF y oportunidades de educación para los equipos técnicos de la OPS.,"Improved technical capacity and efficiency of PAHO’s quality assurance processes, contributing to safer and higher-quality products procured and recommended by the Organization.","Mejoró la capacidad técnica y la eficiencia de los procesos de aseguramiento de la calidad de la OPS, contribuyendo a productos más seguros y de mayor calidad adquiridos y recomendados por la Organización.",01-2026/12-2028,01-2026/12-2028
NSA-2025-61-WPA_1,61,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 03: Quality care for older people; OCM 04: Response capacity for communicable diseases; OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 03: Atención de calidad para personas mayores; OCM 04: Capacidad de respuesta para enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración.,,,"1) Collaboration line with PAHO: Training program to strengthen professional competencies, with an emphasis on managerial training, quality management, and public health.
• Activity title: Leadership courses for young laboratory professionals.
• Activity description: Three leadership courses for young professionals, focusing on laboratory management, participation in interdisciplinary teams, and public health.","1) Línea de colaboración con la OPS: Programa de capacitación para fortalecer las competencias profesionales, con énfasis en la formación gerencial, la gestión de la calidad y la salud pública
• Título de la actividad: Cursos de liderazgo para jóvenes profesionales de laboratorio.
• Descripción de la actividad: Tres cursos de liderazgo para jóvenes profesionales, con énfasis en temas de gestión del laboratorio, participación en equipos interdisciplinarios y la salud pública.","Improved technical capacity and efficiency of PAHO’s quality assurance processes, contributing to safer and higher-quality products procured and recommended by the Organization.","Mejoró la capacidad técnica y la eficiencia de los procesos de aseguramiento de la calidad de la OPS, contribuyendo a productos más seguros y de mayor calidad adquiridos y recomendados por la Organización.",2025,2025
NSA-2025-61-WPA_2,61,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 03: Quality care for older people; OCM 04: Response capacity for communicable diseases; OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 03: Atención de calidad para personas mayores; OCM 04: Capacidad de respuesta para enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración.,,,"2. Title of the activity: Strengthening professional certification systems and promoting professional recertification systems.
• Responsible official: Dr. María del Carmen Pasquel, COLABIOCLI.
• Description of the activity: A workshop will be held to strengthen professional certification systems and promote professional recertification systems. Specific advice will be provided to countries that request it.","2. Title of the activity: Strengthening of professional certification systems and promotion of professional recertification systems.
• Responsible official: Dr. María del Carmen Pasquel, COLABIOCLI.
• Description of the activity: A workshop will be held to strengthen professional certification systems and promote professional recertification systems. Specific advice will be provided to countries that request it.","Improved technical capacity and efficiency of PAHO’s quality assurance processes, contributing to safer and higher-quality products procured and recommended by the Organization.","Mejoró la capacidad técnica y la eficiencia de los procesos de aseguramiento de la calidad de la OPS, contribuyendo a productos más seguros y de mayor calidad adquiridos y recomendados por la Organización.",2025,2025
NSA-2025-61-WPA_3,61,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 03: Quality care for older people; OCM 04: Response capacity for communicable diseases; OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance.,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 03: Atención de calidad para personas mayores; OCM 04: Capacidad de respuesta para enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración.,,,"• Title of the activity: Promotion of the participation of public and private laboratories in external quality assessment programs.  
• Responsible official: Dr. Julio Nieto Ramos, COLABIOCLI.  
• Description of the activity: Initial survey to countries to determine the number of laboratories participating in PEEC and the construction of a dashboard of participation indicators. Cycle of courses and discussions aimed at increasing laboratory participation.","• Título de la actividad: Promoción de la participación de laboratorios públicos y privados en programas de evaluación externa de la calidad.  
• Funcionario responsable: Dr. Julio Nieto Ramos, COLABIOCLI.  
• Descripción de la actividad: Encuesta inicial a los países para determinar el número de laboratorios que participan de PEEC y construcción de un tablero de control de indicadores de participación. Ciclo de cursos y conversatorios destinados a incrementar la participación de los laboratorios.","Improved technical capacity and efficiency of PAHO’s quality assurance processes, contributing to safer and higher-quality products procured and recommended by the Organization.","Mejoró la capacidad técnica y la eficiencia de los procesos de aseguramiento de la calidad de la OPS, contribuyendo a productos más seguros y de mayor calidad adquiridos y recomendados por la Organización.",2025,2025
NSA-2025-61-WPA_4,61,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 03: Quality care for older people; OCM 04: Response capacity for communicable diseases; OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 03: Atención de calidad para personas mayores; OCM 04: Capacidad de respuesta para enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la dirección.,,,"Collaboration line with PAHO: Training program to strengthen professional competencies, with an emphasis on managerial training, quality management, and public health, within the framework of the Strategic Plan for an Integrated Public Health Laboratory System.  
Activity title: COLABIOCLI Conversations.  
• Responsible official: Dr. Julio Nieto Ramos, COLABIOCLI.  
Activity description: Conducting 12 conversations (four per year: 2025, 2026, and 2027).","Línea de colaboración con la OPS: Programa de capacitación para fortalecer las competencias profesionales, con énfasis en la formación gerencial, la gestión de la calidad y la salud pública, en el marco del Plan Estratégico para un Sistema Integrado de Laboratorios de Salud Pública.  
Título de la actividad: Conversatorios COLABIOCLI.  
• Funcionario responsable: Dr. Julio Nieto Ramos, COLABIOCLI.  
Descripción de la actividad: Realización de 12 conversatorios (cuatro por año: 2025, 2026 y 2027).","Improved technical capacity and efficiency of PAHO’s quality assurance processes, contributing to safer and higher-quality products procured and recommended by the Organization.","Mejoró la capacidad técnica y la eficiencia de los procesos de aseguramiento de la calidad de la OPS, contribuyendo a productos más seguros y de mayor calidad adquiridos y recomendados por la Organización.",2025,2025
NSA-2025-60-WPA_1,60,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 09: Strengthened stewardship and governance,OCM 09: Fortalecimiento de la administración y la gobernanza,,,"FEPAFEM, together with the OPS, will promote the analysis, collaboration, and coordination with processes of regulation and quality accreditation. This aligns with the goal of providing the health personnel system with qualified professionals who demonstrate excellence and social commitment.","FEPAFEM, together with the OPS, will promote the analysis, collaboration, and coordination with processes of regulation and accreditation of quality. This aligns with the goal of providing the health personnel system with qualified excellence and social commitment.","- Programs conducted  
- Events, video conferences, webinars, courses, developed tools  
- Advocacy actions  
- Continuing professional development programs  ","- Programas realizados  
- Eventos, videoconferencias, seminarios web, cursos, herramientas desarrolladas  
- Acciones de abogacía  
- Programas de desarrollo profesional continuo  ",2026-2028,2026-2028
NSA-2025-60-WPA_2,60,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 09: Strengthened stewardship and governance,OCM 09: Fortalecimiento de la administración y la gobernanza,,,"FEPAFEM will identify and highlight key experiences in medical education with a primary health care approach in the Americas. FEPAFEM will create the Pan American Network of institutions with a curriculum focused on primary health care and interprofessional training with a social commitment, prioritizing vulnerable populations. PAHO will link the actions of the Network with the priorities of its Biennial Work Plan.","FEPAFEM identificará y visibilizará las experiencias clave de educación médica con enfoque de APS en las Américas. FEPAFEM creará la Red Panamericana de instituciones con un enfoque curricular basado en la APS y la formación interprofesional con compromiso social, priorizando poblaciones vulnerables. La OPS vinculará las acciones de la Red con las prioridades de su Plan de Trabajo Bianual.","- Situational diagnosis conducted at the level of educational institutions that are part of FEPAFEM
- Events, video conferences, webinars, courses, and teaching resources developed
- Advocacy actions
- Continuous professional development programs
- Progress in curricular transformation for the training of primary care physicians, especially for rural, remote, and underserved areas.","- Diagnóstico situacional realizado a nivel de las instituciones educativas que integran FEPAFEM
- Eventos, videoconferencias, seminarios web, cursos y recursos docentes desarrollados
- Acciones de abogacía
- Programas de desarrollo profesional continuo
- Avances en la transformación curricular para la formación de médicos de atención primaria, especialmente para las zonas rurales, remotas y desatendidas.",2026-2028,2026-2028
NSA-2025-60-WPA_3,60,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 09: Strengthened stewardship and governance,OCM 09: Fortalecimiento de la administración y la gobernanza,,,"Strengthen institutional capacities in medical schools to integrate global health into undergraduate and graduate curricula, and promote internships. The goal is to train interprofessional teams with a comprehensive and global vision of health, aligning with the health personnel policies of PAHO for excellence programs.","Fortalecer capacidades institucionales en facultades de medicina para integrar la salud global en currículos de pre y posgrado, e impulsar pasantías. La meta es formar equipos interprofesionales con una visión integral y global de la salud, alineándose con las políticas de personal de salud de la OPS para programas de excelencia.","- Technical documents approved by FEPAFEM and OPS
- Programs conducted
- Events, video conferences, webinars, courses, teaching resources, and tools developed
- Advocacy actions
- Continuing professional development programs","- Documentos técnicos aprobados por la FEPAFEM y OPS  
- Programas realizados  
- Eventos, videoconferencias, webinarios, cursos, recursos docentes y herramientas desarrolladas  
- Acciones de abogacía  
- Programas de desarrollo profesional continuo  ",2026-2028,2026-2028
NSA-2025-47-WPA_1,47,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración,,,"1. Joint coordination actions between PAHO and AIDIS: Strengthen the technical link between PAHO and AIDIS with countries and communities to promote activities and events related to water, sanitation, hygiene, climate change, risk management, solid waste, and air quality. This will be achieved at the regional level and also through the strengthening of the relationship between the national chapters of AIDIS and the PAHO Country Offices.","1. Joint coordination actions OPS-AIDIS: Consolidate the technical link between OPS and AIDIS with countries and communities to promote activities and events related to water, sanitation, hygiene, climate change, risk management, solid waste, and air quality. This will be achieved at the regional level and also through strengthening the relationship between the national chapters of AIDIS and the Country Offices of OPS.","Support for countries in Latin America and the Caribbean (LAC) in the preparation of progress reports on the Sustainable Development Goals (SDGs), within the framework of collaborative work lines with PAHO. This support will focus on the sectors of water, sanitation, solid waste, hygiene, climate change, air quality, and risk management in local governments. PAHO and AIDIS will help to highlight the results of joint participation in various virtual and in-person spaces.","Apoyo a los países de América Latina y el Caribe (ALC) en la elaboración de informes de avance sobre los Objetivos de Desarrollo Sostenible (ODS), en el marco de las líneas de trabajo colaborativas con la OPS. Este apoyo se enfocará en los sectores de agua, saneamiento, residuos sólidos, higiene, cambio climático, calidad del aire y gestión de riesgos en los gobiernos locales. OPS y AIDIS ayudarán a visibilizar los resultados de la participación conjunta en diversos espacios virtuales y presenciales.",2026-2028,2026-2028
NSA-2025-47-WPA_2,47,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración,,,"2. Water, Waste, Sanitation, and Hygiene in Health Facilities: Continue the preparation of national and subnational diagnostics on the state of water, sanitation, solid waste, hygiene, and indoor environmental quality in health facilities. This process aims to identify gaps and opportunities for improvement and is based on a joint effort initiated by the PAHO.","2. Agua, Residuos, Saneamiento e Higiene en Establecimientos de Salud: Dar continuidad a la preparación de diagnósticos nacionales y subnacionales sobre el estado del agua, saneamiento, residuos sólidos, higiene y calidad ambiental interior en establecimientos de salud. Este proceso busca identificar brechas y oportunidades de mejora y se basa en un esfuerzo conjunto iniciado por la OPS.","Preparation of a consolidated regional report presenting findings on the situation of water, sanitation, waste management, hygiene (WASH), and environmental quality in health facilities. The report will include recommendations for the development and implementation of public policies, national or subnational plans, and programs for improvements in infrastructure, operation, and maintenance of WASH services in the health sector.","Elaboración de un informe regional consolidado que presente los hallazgos sobre la situación del agua, saneamiento, gestión de residuos, higiene (WASH) y calidad ambiental en establecimientos de salud. El reporte contará con recomendaciones para el desarrollo e implementación de políticas públicas, planes y programas nacionales o subnacionales para mejoras en infraestructura, operación y mantenimiento de servicios WASH en el sector salud.",2026-2028,2026-2028
NSA-2025-47-WPA_3,47,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración,,,"3. Environmental Health Actions in Communities and Municipalities: Disseminate Climate-Resilient Water Safety Plans (WSP) and Sanitation, organize workshops on innovative technologies in water, sanitation, and clean cooking energy, with an emphasis on solutions adapted to climate change, and strengthen national regulatory frameworks related to water quality.","3. Acciones de Salud Ambiental en Comunidades y Municipios: Difundir los Planes de Seguridad del Agua (PSA) y Saneamiento resilientes al clima, organizar talleres sobre tecnologías innovadoras en agua, saneamiento y energía limpia para cocinar, con énfasis en soluciones adaptadas al cambio climático y fortalecer marcos regulatorios nacionales relacionados con la calidad del agua.",Development of climate-resilient water and sanitation security frameworks and plans in countries of the Americas; recommendations for actions and dissemination of results.,Desarrollo de marcos y planes de seguridad del agua y saneamiento resilientes al clima en países de las Américas; recomendaciones de acciones y diseminación de los resultados.,2026-2028,2026-2028
NSA-2025-47-WPA_4,47,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración,,,"4. Climate Change and Health: Preparation of inputs to generate national, regional, and thematic roadmaps for climate change that include both mitigation and adaptation measures - and dissemination of best practices.","4. Cambio Climático y Salud: Preparación de insumos para generar hojas de ruta nacionales, regionales y temáticas de cambio climático que incluyen tanto medidas de mitigación como de adaptación - y diseminación de buenas prácticas.","Joint review of documents, plans, policies, and regulatory frameworks on climate change and health; dissemination of best practices and results through joint events.","Revisión conjunta de documentos, planes, políticas y marcos normativos sobre cambio climático y salud; diseminación de buenas prácticas y resultados a través de eventos conjuntos.",2026-2028,2026-2028
NSA-2025-47-WPA_5,47,,PAHO/OPS & NSA/ANE,Renewal - Renovación,OCM 08: Access to health technologies; OCM 09: Strengthened stewardship and governance,OCM 08: Acceso a tecnologías de salud; OCM 09: Fortalecimiento de la gobernanza y la administración,,,"5. Environmental health management in emergencies and disasters: PAHO will train AIDIS consultants in mandatory emergency courses. AIDIS will make available to PAHO, if required, a group of institution-validated consultants who are available to respond to emergencies and disasters.","5. Environmental health management in emergencies and disasters: PAHO will train AIDIS consultants in mandatory emergency courses. AIDIS will make available to PAHO, if required, a group of institution-validated consultants who are available to respond to emergencies and disasters.","Group of trained professionals for emergency response, according to the criteria and guidelines defined by the PAHO.","Grupo de profesionales capacitados para la respuesta a emergencias, de acuerdo con los criterios y guías definidos por la OPS.",2026-2028,2026-2028
